MeasureItem;Year;Month;Value;ProvidedValue;AVG_Value;FromAreaCode;ToAreaCode;MeasureTime;Direction;Flag;FromAreaMemberType;ToAreaMemberType
Physical Energy & Power Flows;2024;11;132;132;132;BA;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;38;38;38;BA;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;287;287;287;BA;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;365;365;365;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;4;4;4;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;303;303;303;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;11;11;11;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;313;313;313;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;22;22;22;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;141;141;141;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;60;60;60;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;269;269;269;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;25;25;25;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;388;388;388;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;4;4;4;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;346;346;346;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;2;2;2;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;398;398;398;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;1;1;1;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;238;238;238;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;16;16;16;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;313;313;313;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;18;18;18;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;200;200;200;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;24;24;24;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;292;292;292;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;11;11;11;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;66;66;66;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;33;33;33;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;35;35;35;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;57;57;57;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;40;40;40;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;54;54;54;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;17;17;17;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;98;98;98;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;74;74;74;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;40;40;40;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;114;114;114;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;9;9;9;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;176;176;176;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;2;2;2;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;164;164;164;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;5;5;5;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;65;65;65;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;35;35;35;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;71;71;71;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;52;52;52;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;120;120;120;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;26;26;26;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;97;97;97;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;13;13;13;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;234;234;234;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;285;285;285;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;256;256;256;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;227;227;227;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;339;339;339;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;148;148;148;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;273;273;273;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;45;45;45;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;444;444;444;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;56;56;56;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;471;471;471;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;36;36;36;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;482;482;482;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;94;94;94;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;491;491;491;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;77;77;77;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;449;449;449;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;85;85;85;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;436;436;436;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;80;80;80;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;301;301;301;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;224;224;224;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;211;211;211;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;319;319;319;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;457;457;457;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;714;714;714;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;213;213;213;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;964;964;964;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;99;99;99;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;1127;1127;1127;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;156;156;156;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;1120;1120;1120;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;80;80;80;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;2013;2013;2013;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;94;94;94;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;1493;1493;1493;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;173;173;173;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;1263;1263;1263;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;133;133;133;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;1152;1152;1152;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;48;48;48;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;1610;1610;1610;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;45;45;45;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;1891;1891;1891;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;141;141;141;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;724;724;724;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;338;338;338;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;467;467;467;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;339;339;339;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;102;102;102;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;464;464;464;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;34;34;34;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;477;477;477;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;39;39;39;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;439;439;439;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;111;111;111;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;501;501;501;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;31;31;31;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;350;350;350;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;74;74;74;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;541;541;541;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;45;45;45;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;303;303;303;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;218;218;218;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;422;422;422;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;40;40;40;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;607;607;607;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;21;21;21;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;401;401;401;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;60;60;60;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;348;348;348;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;117;117;117;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;60;60;60;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;10;10;10;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;61;61;61;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;6;6;6;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;52;52;52;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;9;9;9;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;61;61;61;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;8;8;8;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;102;102;102;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;0;0;0;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;98;98;98;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;1;1;1;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;67;67;67;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;9;9;9;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;76;76;76;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;7;7;7;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;73;73;73;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;6;6;6;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;64;64;64;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;10;10;10;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;75;75;75;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;5;5;5;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;87;87;87;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;8;8;8;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;195;195;195;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;798;798;798;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;39;39;39;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;585;585;585;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;48;48;48;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;1023;1023;1023;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;71;71;71;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;540;540;540;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;305;305;305;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;212;212;212;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;347;347;347;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;186;186;186;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;197;197;197;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;220;220;220;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;307;307;307;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;232;232;232;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;72;72;72;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;665;665;665;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;26;26;26;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;986;986;986;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;16;16;16;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;1272;1272;1272;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;67;67;67;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;1005;1005;1005;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;173;173;173;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;66;66;66;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;256;256;256;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;13;13;13;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;242;242;242;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;42;42;42;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;140;140;140;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;52;52;52;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;59;59;59;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;92;92;92;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;84;84;84;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;81;81;81;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;147;147;147;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;37;37;37;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;199;199;199;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;47;47;47;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;264;264;264;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;31;31;31;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;176;176;176;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;74;74;74;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;24;24;24;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;218;218;218;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;92;92;92;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;140;140;140;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;95;95;95;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;13;13;13;BG;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;106;106;106;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;3;3;3;BG;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;73;73;73;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;3;3;3;BG;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;127;127;127;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;2;2;2;BG;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;34;34;34;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;33;33;33;BG;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;31;31;31;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;40;40;40;BG;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;75;75;75;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;11;11;11;BG;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;106;106;106;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;9;9;9;BG;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;152;152;152;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;6;6;6;BG;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;100;100;100;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;24;24;24;BG;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;20;20;20;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;63;63;63;BG;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;78;78;78;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;29;29;29;BG;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;30;30;30;BG;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;511;511;511;BG;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;28;28;28;BG;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;502;502;502;BG;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;57;57;57;BG;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;359;359;359;BG;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;228;228;228;BG;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;84;84;84;BG;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;172;172;172;BG;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;116;116;116;BG;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;115;115;115;BG;RO;Monthly Value;Export;Harmonized;M;M
